SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR2O3(WT%)
60.13,17.26,6.74,2.25,5.45,4.56,1.76,0.9,0.000745416
52.03,18.85,7.61,6.21,9.07,3.57,0.86,0.89,0.015112944
59.21,18,6.55,2.06,5.88,4.77,1.52,1.02,0.000190008
61.28,16.7,7.1,1.99,4.93,5.15,1.45,1,0.00014616
58.35,17.67,7.15,2.45,6.11,4.64,1.5,1.04,0.00051156
54.19,16.98,9.45,3.79,7.76,4.2,0.9,1.43,0.00343476
59.73,17.28,6.77,2.37,5.57,4.5,1.72,0.92,0.000979272
55.52,17.21,8.87,2.95,6.51,4.59,1.32,1.41,0.000263088
57.47,17.33,7.91,2.73,6.1,4.79,1.43,1.3,0.00021924
53.22,18.12,8.67,4.18,8.15,3.91,1.03,1.22,0.005247144
55.52,17.94,7.74,3.98,7.07,3.96,1.47,1.16,0.002031624
54.93,17.77,7.65,4.58,7.73,3.78,1.3,1.06,0.00891576
57.75,17.18,8.06,2.68,5.93,4.62,1.48,1.13,0
52.37,18.4,8.31,5.13,8.9,3.43,0.89,1.1,0.006708744
52.27,18.61,8.48,5.38,8.8,3.51,0.82,1.06,0.011342016
53.97,18.6,8.02,4.09,8.2,3.66,1.15,1.11,0.004881744
64.49,16.63,4.5,1.22,3.67,4.85,2.61,0.65,0.000482328
60.15,16.97,6.56,2.39,5.34,4.41,1.88,0.99,0.00021924
60.2,16.98,6.86,2.4,5.36,4.45,1.89,0.99,0.000233856
55.8,17.72,8.61,3.74,6.63,3.96,1.42,1.15,0.000482328
53.46,18.75,8.97,4.14,7.7,3.79,1.09,1.13,0.000701568
54.62,19.21,7.67,2.73,8.46,3.88,1.14,1.17,0.000862344
58.2,17.54,7.28,2.46,6.33,4.32,1.36,1.08,0.000920808
55.15,17.7,7.97,5.08,7.59,3.38,1.26,0.98,0.012672072
58.67,17.18,7.15,2.88,5.89,4,1.72,0.99,0.002177784
51.62,18.65,9.79,4.72,8.71,3.67,0.78,1.3,0.002499336
57.14,17.48,7.98,3.46,6.66,3.86,1.49,1.08,0.00409248
54.42,18.63,8.31,3.52,7.84,4.02,0.94,1.16,0.00168084
56.46,17.71,7.6,3.57,6.54,4.08,1.32,1.06,0.004998672
54.99,17.17,7.96,4.43,7.47,3.67,1.92,1.213,0.014616
55.32,17,8.13,4.36,8.06,3.54,1.78,1.154,0.0087696
57.21,16.99,7.08,4.08,6.67,3.76,2.08,1.097,0.014616
59.37,16.91,6.28,2.62,5.4,4.25,2.75,1.158,0.014616
56.68,16.37,7.6,3.59,6.53,3.68,2.02,1.286,0.0087696
56.5,16.37,7.49,3.59,6.52,3.75,2.04,1.27,0.0087696
55.89,16.62,7.44,3.78,7.18,3.55,2.03,1.126,0.0087696
53.86,17.66,8.36,4.53,8.09,3.84,1.57,1.541,0.0131544
56.05,16.3,6.73,4.3,6.84,3.17,2.02,0.99,0.00833112
56.21,16.98,6.02,5.35,7.31,3.8,2.01,0.97,0.0160776
57.53,18.12,6.42,2.07,6.24,3.19,2.04,1.19,0.00116928
57.95,16.53,6.3,3.88,6.17,3.2,2.67,0.8,0.0241164
57.99,17.43,5.85,2.36,6.31,3.72,2.12,0.78,0.00087696
58.08,17.23,6.19,3.21,6.11,3.65,2.06,1.04,0.00745416
58.37,17.74,5.97,2.62,6.04,3.72,2.13,0.97,0.00160776
60.15,15.77,5.05,3.77,5.66,3.78,2.76,0.81,0.01037736
60.56,15.44,5.45,3.95,5.34,3.37,2.97,0.86,0.02543184
62.47,16.88,3.77,1.88,5.32,4.36,2.35,0.62,0.00248472
62.7,16.45,4.51,2.1,4.59,3.97,2.89,0.82,0.00263088
64.66,15.85,4.07,1.95,4.05,4.12,3.38,0.7,0.00306936
73.95,13.84,1.19,0.12,0.89,4.24,4.64,0.18,0.00102312
52.85,16.87,8.91,4.54,7.74,4.01,0.92,1.962,0.0043848
54.32,17.27,8.38,3.52,6.73,4.12,1.29,1.657,0
56.79,16.4,7.34,2.53,5.67,4.07,1.87,1.451,0.0029232
60.98,15.92,5.65,1.64,5.43,3.78,1.99,1.19,0.0043848
64.4,15.88,4.54,0.72,3.38,4.49,2.42,0.518,0.0029232
71.63,15.34,3.1,0.29,0.69,6.84,0.73,0.479,0
71.27,14.69,2.41,0.39,0.45,5.3,3.76,0.559,0
67.92,14.95,3.14,1.38,1.82,4.51,3.44,0.472,0
51.91,17.48,8.59,6.27,10,3.03,0.51,0.92,0.021924
51.43,16.96,9.26,6.48,9.99,2.77,0.5,0.99,0.02587032
52.04928517,16.26109779,9.08,5.420365929,8.076443607,2.882336147,1.229665592,1.711694504,0.01593144
46.70632709,15.58568725,11.06,8.178427033,8.624892033,3.500691472,1.562627498,2.161296474,0.03098592
46.53842302,15.51620811,11.35,8.150854887,8.569109018,3.437844927,1.57100332,2.203485176,0.03113208
46.70295795,15.53033642,11.12,8.263848737,8.772706418,3.450055076,1.54692735,2.157556567,0.03098592
46.81939736,15.69814868,11.12,8.057907596,8.658939895,3.463575958,1.558609181,2.180015456,0.03098592
48.79788569,18.07993559,10.85,3.39870895,5.92033172,5.003377985,0.697682189,1.873775022,0
66.61176424,17.10101336,4.06,0.712954813,2.653776247,4.337141777,2.336907442,0.346575256,0.0007308
70.13135896,15.04524036,3.09,0.618160969,2.582317596,2.362970156,5.044991134,0.329021161,0.00116928
60.07775376,17.82787106,6.22,1.085861471,5.40956442,3.287198817,2.783753953,0.691002754,0.0021924
57.80710365,18.50538303,6.7,1.856463185,5.875508486,3.742550783,1.955211227,1.056604047,0.00043848
77.00233934,13.29423609,1.18,0.01966603,0.639145966,3.854541824,1.760109659,0.058998089,0.00087696
77.16589141,13.01951481,1.54,0.019816613,0.247707664,5.122594486,1.010647268,0.059449839,0.00087696
76.54364458,12.95292764,1.07,0,0.059690911,4.138569813,4.476818308,0.099484851,0.00087696
56.10707297,15.96028266,9.06,2.711942303,6.02653845,3.585790378,2.109288458,1.888315381,0.0087696
76.92133296,12.89184351,0.6,0.029981031,0.059962063,3.437824937,4.657053548,0.079949417,0.00116928
75.90646017,13.20631195,1.3,0.059667072,0.109389632,4.00763834,4.60430906,0.109389632,0
77.499916,12.61096241,0.95,0.009914279,0.396571145,3.499740354,4.580396724,0.06939995,0.00087696
77.5517459,12.6293172,0.83,0,0.178576363,3.730261796,4.642985427,0.039683636,0.00043848
77.77933589,12.50961707,0.89,0,0.356286562,3.701421507,4.315026142,0.049484245,0.00116928
77.68526726,12.58793656,0.93,0.029829234,0.41760927,3.072411056,4.832335836,0.089487701,0
78.4131344,12.58617095,0.26,0,0.47607266,3.104390471,4.790481143,0.059509083,0.0007308
77.69627758,12.57041373,0.93,0,0.198584735,3.634100651,4.577378143,0.039716947,0.00043848
77.62432049,12.57943534,0.94,0,0.31671277,3.820347789,4.265725122,0.039589096,0.00263088
77.14927463,12.53575985,1.2,0.049863802,0.418855938,3.211228856,4.93651641,0.119673125,0
78.00887573,12.59233604,0.59,0,0.447241611,3.399036247,4.561864436,0.059632215,0.00029232
77.9278948,12.49263607,0.94,0,0.435904827,3.447610907,4.309513633,0.039627712,0
77.71441499,12.4767213,1.01,0,0.38649097,3.309948305,4.459511189,0.069370174,0
78.53354694,12.63015794,0.71,0,0.387550086,3.895375225,3.289207141,0.049685908,0
78.11636119,12.93982505,0.77,0.019892122,0.348112127,3.79939521,3.461229144,0.049730304,0.00058464
55.31159962,16.75715911,7.56,4.221726207,7.495310595,3.622899795,1.257535466,1.217613705,0.00760032
57.78614202,16.28454894,6.49,3.51098076,6.541827399,3.270913699,2.110589574,1.090304566,0.007308
59.17313811,17.06176917,5.85,1.935246966,5.005970469,4.117336658,2.468427253,1.19471879,0
60.37021175,16.81790559,5.4,1.997003924,4.884828225,3.788433914,2.378784086,1.115972781,0.00029232
74.37996691,13.02855769,0.96,0.078781906,0.89614418,3.555033504,4.746609831,0.049238691,0.00043848
66.32603149,15.70697145,4.24,0.683773521,2.675635515,4.201738735,3.557604259,0.564856387,0.0007308
69.55141216,14.40349911,2.55,0.510901742,1.532705226,3.851413133,4.283714607,0.353701206,0.00029232
54.43,14.63,6.38,7.22,5.76,2.63,5.35,1.1,0.04224024
52.3,14.86,7.82,6.09,7.59,2.88,3.47,2.13,0.03273984
60.66,16.28,4.5,3.4,5.15,3.25,3.96,0.92,0.01359288
55.97,16.35,5.62,4.34,6.37,3.08,3.67,1.07,0.02572416
63.46,16.29,4.19,2.14,4.13,4.13,2.31,0.63,0.00299628
62.31,16.13,4.73,3.12,4.03,3.81,2.58,0.64,0.004004784
72.44,14.47,1.4,0.44,1,4.47,3.85,0.29,0
68.63,15.27,2.63,1.22,3,4.23,3.13,0.42,0
44.17,16.56,10.81,8.93,11.13,3.15,0.6,1.37,0.021003192
65.02,15.91,3.56,1.43,3.41,3.9,4.31,0.57,0
60,16.45,5.54,2.81,4.86,4.47,2.53,1.1,0.007994952
68.63,15.31,2.64,0.93,2.47,3.87,3.83,0.41,0
61.18,17.9,4.03,2.29,3.82,4.28,3,0.67,0.00299628
55.84,13.58,8.04,5.25,9.64,2.36,1.63,1.04,0.019994688
56.73,19.04,5.52,1.37,7.28,4.5,3.64,0.76,0.00789264
57.19,20.75,2.14,1.16,8.96,6.06,0.39,0.83,0.01052352
64.3,17.72,3.46,0.94,5.39,5.28,2.37,0.53,0.01052352
63.94,17.47,3.7,0.81,4.84,4.75,3.16,0.52,0.00423864
63.35,17.69,4.02,0.83,4.75,4.75,3.27,0.52,0.01125432
63.72,17.48,2.68,1.31,6.03,6.19,1.06,0.58,0.00979272
68.61,14.95,3.28,1.62,3.61,3.15,3.68,0.52,0.00599256
66.97,16.05,3.39,1.79,3.73,3.18,3.73,0.54,0.00613872
67.71,15.48,3.27,1.72,3.7,3.24,3.75,0.52,0.00613872
68.1,15.33,3.19,1.68,3.61,3.28,3.75,0.5,0.00613872
67.8,15.29,3.42,1.83,3.61,3.08,3.78,0.54,0.00686952
60.31,17.3,5.52,3.76,5.83,3.09,2.39,0.87,0.014616
51.89,17.2,9.45,5.63,9.1,3.1,0.72,1.17,0.01081584
51.57,17.98,8.93,5.41,9.57,3.06,0.61,1.05,0.011842271
51.38,18.22,8.94,5.38,9.49,2.97,0.57,1.06,0.00956456
51.45,18.08,8.93,5.37,9.59,3.06,0.6,1.06,0.01666224
51.45,18.03,8.86,5.31,9.63,3.13,0.6,1.05,0.01140048
51.82,17.15,9.46,5.56,9.07,3.14,0.73,1.17,0.01256976
51.92,17.1,9.44,5.16,8.94,3.19,0.76,1.21,0.01243762
51.94,17.29,9.25,5.16,9.08,3.17,0.74,1.19,0.0131544
52.4,17.16,9.25,4.88,8.83,3.23,0.81,1.22,0.01244827
53.09,16.85,9.78,4.37,8.99,3.06,0.5,1.2,0.016133355
51.86,17.36,8.95,5.46,9.23,3.13,0.73,1.09,0.01476216
51.97,17.19,9.3,5.18,8.99,3.16,0.75,1.19,0.01213128
53.91,16.35,9.68,4.1,8.27,3.72,0.71,1.3,0.00830331
51.46,17.79,8.93,5.78,9.6,3.01,0.62,1.03,0.01593144
52.07,17.45,9.34,5.24,9.16,3.15,0.73,1.19,0.01037736
56.23,15.76,9.75,3.04,6.54,4.21,0.92,1.32,0.011824344
51.47,18.68,8.62,4.9,11,3.07,0.55,1.04,0.013797504
51.48,18.52,8.66,4.87,9.88,3.09,0.56,1.04,0.008128652
51.31,18.5,8.72,4.85,9.86,3.1,0.57,1.05,0.011926656
53.9,16.23,9.94,3.97,8.19,3.75,0.65,1.21,0.008239149
56.53,17.17,7.91,2.72,7.14,4.12,0.96,1.03,0.006067613
55.43,15.88,9.9,3.56,7.39,3.94,0.79,1.37,0.006925674
53.03,17.34,8.94,3.92,9,3.46,0.7,1.19,0.002590026
53.49,17.18,9.16,4.02,8.98,3.51,0.71,1.22,0.01183896
56.25,15.9,9.55,3.23,6.82,3.69,0.99,1.41,0.005738184
53.61,15.97,9.67,4.34,8.41,3.61,0.71,1.27,0.004982535
51.49,17.94,8.58,6.09,9.96,2.89,0.56,0.92,0.002236335
57.54,15.56,6.74,6.05,6.99,3.95,1.25,0.84,0.037507579
63.98,15.32,5.43,2.55,4.59,3.76,2.49,0.9,0.007191072
58.13,16.87,6.55,4.66,6.88,3.89,1.19,0.81,0.018001066
63.09,16.94,4.65,2.35,5.29,4.51,1.77,0.59,0.003567766
53.02,18.32,7.99,5.03,8.16,3.86,1.22,1.09,0.018252461
56.32,18.19,6.64,4,7.01,4.1,1.66,0.96,0.008373506
54.4,16.59,8.09,5.57,7.96,3.71,1.32,1.04,0.02386939
61.23,17.41,5.43,2.35,5.81,4.49,1.69,0.62,0.003145363
57.81,16.93,6.6,4.18,6.74,3.89,1.79,0.93,0.014662771
65.87,16.29,3.92,1.8,4.2,4.32,2.38,0.54,0.00262211
54.02,18.85,7.54,4.59,7.24,4.08,1.41,0.98,0.013183632
64.66,16.58,4.22,2.1,4.57,3.94,2.64,0.58,0.005324609
55.74,18.39,7.18,3.73,6.8,4.29,1.69,0.93,0.010225354
55.52,17.48,7.44,4.78,7.44,3.81,1.38,0.94,0.011178317
56.92,17.52,7.13,3.89,6.97,3.92,1.51,0.97,0.00698791
60.35,17.81,5.6,2.49,5.72,4.21,2.12,0.77,0.000800957
60.72,17.76,5.76,2.24,5.43,4.26,2.09,0.74,0.001037736
61.08,17.37,5.68,2.47,5.59,4.03,2.04,0.77,0.001395828
52.83,18.47,8.14,5.23,8.2,3.52,1.37,0.97,0.00623957
59.62,17.52,5.79,3.51,6.11,4.41,1.31,0.76,0.007831253
54.71,16.06,7.36,5.77,9.08,3.61,1.44,0.76,0.02280096
61.73,16.39,5.4,3.21,5.66,4.22,1.79,0.72,0.008296042
61.96,16.35,5.38,3.26,5.44,4.17,1.84,0.71,0.009460937
53.08,15.99,7.95,7.84,8.16,3.5,1.24,0.97,0.053006386
61.07,16.02,5.53,4.23,5.74,4.21,1.58,0.73,0.028216188
54.65,15.98,6.9,6.96,7.86,4.03,1.45,0.92,0.041388127
60.9,16.24,5.61,4.1,5.85,4.14,1.52,0.73,0.02408863
65.81,15.08,2.96,1.47,3.39,3.54,3.55,0.46,0.0131544
59.62,16.38,5.56,3.32,5.57,3.6,2.48,0.83,0.0131544
59.99,15.85,5.5,3.37,5.62,3.56,2.42,0.84,0.0058464
66.92,14.98,3.8,1.54,3.49,3.58,3.6,0.5,0.0102312
66.37,15.12,3.19,1.6,3.65,3.65,3.56,0.47,0.00350784
57.33,17.06,5.6,3.66,5.72,3.42,2.6,0.89,0.0116928
57.33,15.98,6.61,4.68,6.84,3.14,2.33,0.76,0.0306936
61.69,16.46,5.34,3.1,5.32,3.7,2.48,0.82,0.0116928
57.23,16.22,6.58,4.01,6.57,3.25,2.29,0.78,0.0116928
57.06,16.77,5.98,4.01,6.32,3.5,2.26,0.84,0.01476216
62.05,16.47,4.58,2.29,4.69,3.6,2.79,0.73,0.0029232
62.1,16.69,4.62,2.25,4.82,3.45,3.07,0.69,0.0029232
63.33,16.52,4.12,1.92,4.3,3.33,3.19,0.59,0.00306936
63.98,16.58,4.24,2.11,4.49,3.78,3.17,0.63,0.00496944
63.15,16.26,4.15,2.07,4.6,3.15,3.7,0.67,0.00204624
59.97,16.65,5.51,3.97,6.03,3.46,2.02,0.75,0.01505448
75.78,14.21,0.85,0.19,0.6,3.59,4.72,0.01,0.021924
74.19,13.82,0.93,0.18,0.62,3.85,4.27,0.01,0.00014616
54.89,15.33,7.71,6.96,8.17,3.03,1.29,0.98,0.05714856
49.8566277,14.0681079,9.57528,8.4412251,12.3825735,1.7081955,0.0851598,1.0024146,0.060382642
63.3170805,16.27238715,4.4770614,1.92272,5.34647165,3.2483133,2.31645405,0.3687446,0.004722137
60.200217,15.5655819,6.9815394,4.0949271,6.9990822,2.2919193,1.4893263,0.7248978,0.021198316
55.1930247,17.5081302,8.878023,3.2737221,7.8481359,2.5399044,1.2113442,0.9125424,0.003979206
66.1318218,16.33104,2.9717325,0.9751302,4.3211817,3.7113417,2.2119768,0.4146813,0.000795841
60.9,16.9,5.2,2.6,5.1,4,2.7,0.89,0.003654
63,16.6,5,2.4,4.9,3.9,3,0.82,0.00248472
58.6,16.7,5.7,3.5,6,3.7,2.5,0.95,0.00628488
67,15.4,3.3,1.2,3.1,4.1,3.8,0.55,0.00087696
65.6,15.5,3.5,1.4,3.5,4.1,3.7,0.57,0.0014616
63.5,16.2,4.6,2.1,4.4,4.4,3.2,0.77,0.00204624
60.1,16.8,5.4,2.9,5.2,3.6,2.9,0.91,0.0043848
59.7,16.5,5.5,3,5.3,3.3,2.8,0.9,0.01140048
56.2,17.1,7.5,3.3,6,3.6,2.3,1.16,0.00102312
57.1,16.6,5.9,4,6.7,3.1,2,1.18,0.01154664
57.1,16.6,6.6,4,6.7,3.1,2,1.18,0.01154664
57.1,16.8,7.8,3.8,8.5,3.5,1.9,0.94,0.00833112
60.87,16.05,5.7,3.31,5.61,3.54,2.72,0.92,0.00862344
62.4,16.24,5.37,2.72,5.4,2.99,2.93,0.92,0.00701568
61.5,15.83,5.53,2.97,5.43,3.03,1.88,0.95,0.00643104
60.98,15.83,5.98,3.5,5.86,3.34,2.72,1,0.010962
60.8,16.09,5.98,3.72,6.01,3.58,2.6,1,0.01154664
60.97,16.33,5.8,3.59,6.02,3.36,2.63,0.98,0.01110816
63.36,15.84,4.64,2.37,4.7,3.42,3.16,0.75,0.00496944
59.56,16.24,5.97,3.83,6.17,3.28,2.6,0.95,0.010962
58.68,15.88,6.17,4.15,6.19,3.25,2.53,0.98,0.010962
61.99,16.08,5.09,2.74,5.13,3.15,2.99,0.86,0.00628488
59.71,16.22,6.33,4.03,6.45,3.35,2.4,1.04,0.0124236
59.6,16.28,6.31,3.95,6.29,3.5,2.43,1.07,0.01110816
59.35,15.93,6.42,4.31,6.31,3.27,2.3,1.05,0.0160776
59.58,16.56,6.41,3.87,6.47,3.18,2.31,1.05,0.0124236
58.26,16.1,6.71,4.63,6.68,3.39,2.13,1.11,0.014616
60.84,15.87,5.27,3.18,5.68,3.3,2.87,0.85,0.00716184
58.6,15.85,6.68,4.61,5.53,3.54,2.17,1.08,0.0160776
61.7,16.13,5.35,2.96,5.64,3.31,2.82,0.88,0.0065772
59.83,16.29,6.3,4.06,6.33,3.12,2.39,1.02,0.01110816
59.94,16.22,6.44,4.18,6.27,3.32,2.44,1.08,0.01198512
59.39,15.75,6.48,4.31,6.27,3.41,2.33,1.07,0.0160776
59.81,15.91,5.79,3.03,6.01,3.46,2.7,0.93,0.00613872
61.04,15.64,6.16,4.08,5.84,3.54,2.59,0.99,0.01446984
62.75,15.8,5.25,2.91,5.15,3.5,3.03,0.89,0.0080388
61.2,16,6.02,3.18,5.67,3.25,2.67,1.02,0.01724688
63.16,15.81,5.22,2.73,4.96,3.56,3.1,0.87,0.00613872
61.8,15.87,5.68,3.12,5.44,3.58,2.71,0.98,0.00993888
61.13,16.19,5.92,3.2,5.77,3.78,2.65,1.02,0.00613872
62.46,15.86,5.39,3.21,5.42,3.27,2.87,0.87,0.00774648
59.25,15.95,6.56,4.38,6.44,3.24,2.3,1.06,0.014616
58.91,16.06,6.62,4.47,6.64,3.75,2.18,1.09,0.0168084
68.39,15.39,3.11,1.33,3.52,3.56,3.72,0.53,0.0021924
59.39,16.27,6.26,3.89,6.35,3.87,2.34,1.06,0.01183896
61.34,15.9,5.99,3.13,5.63,3.5,2.71,1.03,0.0065772
63.62,16.21,5.13,2.31,5.32,3.17,3.05,0.74,0.0021924
64.03,16.03,4.83,2.17,5.08,3.03,3.23,0.71,0.00204624
63.99,15.84,4.7,2.1,4.68,2.88,3.27,0.7,0.00380016
61.46,16.1,5.43,2.55,6.05,3.37,2.89,0.72,0.00306936
61.93,16.38,5.69,2.61,5.74,3.21,2.89,0.74,0.00277704
62.81,16.12,5.4,2.57,5.41,3.02,3.04,0.73,0.00248472
66.16,15.81,4.01,1.81,4.33,3.04,3.52,0.6,0.00248472
65.6,15.51,3.91,1.89,4.39,3.06,3.53,0.59,0.00350784
57.3,15.7,7.3,6.3,6.2,2.4,2.8,1,0.06007176
57.9,15.1,7.3,5.1,6.6,2.5,2.5,1,0.06957216
61.2,15.7,4.9,4,5,2.2,3.2,0.9,0.02952432
58.3,15.1,7.5,6.2,5.5,2.4,2.6,1,0.05685624
58.6,15.6,7.4,5.6,5.5,2.8,2.7,1,0.05013288
60.7,15.3,6.5,5.2,4.7,2.6,3,0.9,0.05086368
58.8,16.1,7.1,4.8,5.5,2.6,3.1,1,0.03244752
60.6,15.8,5,3.9,5.1,2.3,3.4,0.9,0.0204624
59.1,16.2,7.1,4.7,5.6,2.5,3.2,1.1,0.02937816
62,16.5,4.9,3,4.9,2.6,3.2,0.9,0.01710072
59.6,16.4,7.1,3.9,5.4,2.7,3,1.1,0.02323944
58.6,16.2,7.4,5,5.7,2.3,3,1.1,0.03595536
55.1,14.3,8.4,7.2,7.4,2.7,2.5,1.3,0.0599256
56.9,15.7,7.1,6.3,6.4,3.1,2.9,1.1,0.04560192
54.4,16.6,8.2,6,7.3,2.1,2.6,1.4,0.03741696
59.1,16.1,7,4.8,5.5,2.1,3.1,1.3,0.032886
58.8,16.1,7.2,4.9,5.5,2.1,3.2,1.3,0.03317832
54.3,16.7,8.5,6.8,7.7,1.8,2.4,1.3,0.03463992
58.8,16,7.2,5,5.5,2.2,3.2,1.3,0.03303216
55.5,15.9,7.9,5.8,6.5,2.2,2.9,1.4,0.0321552
56.8,16.3,7.7,5,6.5,2.1,2.8,1.4,0.03230136
57,16.4,7.6,5.3,6.6,2.2,2.9,1.4,0.03230136
56.1,16.1,7.7,4.8,6.5,2.2,2.9,1.4,0.03610152
59.1,16.2,7.1,5,5.7,2.1,3.1,1.3,0.03420144
56.7,17.1,7.7,5.2,6.6,2.2,2.7,1.4,0.0299628
57.7,16.4,7.5,4.9,6.2,2.1,3,1.4,0.0277704
53.4,15.8,8.4,7.1,7.9,2.6,2.5,1.4,0.05422536
58.4,15.6,6.9,6.2,5.8,2.6,2.9,1.1,0.05305608
54.6,16.1,7.8,6.9,7.4,2.8,2.3,1.2,0.05729472
54.3,15.9,8.4,6.6,7.5,2.4,2.6,1.4,0.05276376
55.2,15.4,8.2,8.4,7,2.5,2.2,1.3,0.07702632
58.5,16,6.7,5.7,5.9,1.9,3.1,1.3,0.0453096
59.7,15.5,6.5,5.2,5.1,2.4,3.6,1.2,0.04136328
61,16.2,6,4.5,4.8,2.5,3.5,1.1,0.03303216
58.8,16.2,6.9,5.1,5.8,2,3.2,1.3,0.0336168
57.9,15.8,7.2,5.9,6.3,2.4,2.8,1.3,0.04121712
57.4,15.6,8,6.2,5.9,2.5,2.8,1.2,0.05612544
50.4,15.4,9.4,8.9,7.9,2.2,2.1,2.2,0.0833112
56.7,16.6,8.2,6.1,5.7,2.3,2.7,1.2,0.0533484
57.7,15.6,8,6.1,5.6,2.3,2.9,1.2,0.05656392
58.4,15.2,8,6,5.9,2.1,2.8,1.2,0.05247144
58.1,15.3,8.1,6.3,5.6,2.1,2.7,1.2,0.05714856
57.8,15.6,7.5,5.7,6,2.7,2.9,1.3,0.04984056
56.6,15.6,7.9,5.1,7.2,2.7,3,1.3,0.05831784
56.3,15.3,8.2,6.4,6.7,2.4,2.8,1.3,0.05934096
57.4,15.4,7.7,5.9,6.1,2.7,2.9,1.3,0.05495616
54,15.4,9,7.5,7.5,2.6,2.2,1.4,0.06737976
59.3,15.6,6.7,5.2,5.8,3,2.8,1,0.07614936
57,15.7,7.8,5.4,7.1,2.9,2.5,1.2,0.07293384
55.5,15,8.1,7.4,7.1,2.7,2.4,1.2,0.07278768
54.1,15.1,8.4,7.3,7.8,2.9,2.4,1.4,0.06080256
54.5,15.5,8.1,5.3,8,2.8,2.1,1.3,0.05583312
55.6,15.7,8,5.5,6.9,3,2.4,1.3,0.03814776
56.8,15.7,7.6,5,6.4,3.1,2.7,1.5,0.02820888
55.6,15.7,8.1,5.6,6.7,3.1,2.5,1.5,0.03376296
58.3,15.8,7.2,3.9,6,3.6,3.1,1.4,0.02864736
57.4,15.7,7.5,4.7,6.2,3.3,2.8,1.4,0.02820888
56.6,15.1,7.8,4.9,6.8,2.9,3,1.5,0.02952432
57.2,15.5,7.1,4.2,6.6,3,2.7,1.4,0.0263088
55.7,15.3,7.6,4.8,6.7,2.8,3.2,1.4,0.03259368
52.3,15.2,9.2,7.6,8,2.6,1.8,1.2,0.06635664
53,15.2,9.4,7.6,8.4,2.4,1.8,1.2,0.05904864
53.8,15.5,9,7,7.9,2.6,2,1.2,0.05583312
55.2,15,8.3,7.1,7.1,2.9,2.4,1.2,0.05977944
54,14.9,8.4,7.2,7.7,2.6,2,1.2,0.06051024
54.8,15.6,8.6,6.7,7.2,2.7,2.1,1.2,0.06606432
58,16.3,7.3,4.2,5.6,2.8,3.6,1.4,0.02148552
57.7,17.4,7.1,4,5.5,2.8,3.6,1.3,0.02207016
52.4,15.1,8.9,6.7,7.1,3.4,3.3,1.7,0.03829392
54.4,17,8.4,7,7.3,2.8,2,1.2,0.06708744
54.5,16.5,8.2,7,7.6,2.8,2,1.2,0.06489504
54.9,15.5,8.2,6.9,7.4,2.5,2.1,1.2,0.07001064
53.9,15,8.4,7.2,7.6,2.9,2,1.2,0.07439544
55.1,14.7,8.5,7.2,7.6,2.6,2.1,1.2,0.0723492
53.6,17,8.7,7.3,7.4,2.7,2,1.3,0.06840288
56,16.5,7.9,6.7,6.5,3,2.4,1,0.06854904
55.7,16.4,8,6.9,6.6,2.9,2.5,1,0.06811056
54.5,15.1,8.1,7,7.4,2.7,2.2,1,0.07775712
53.72,19.29,7.65,3.52,9.1,3.36,0.48,0.84,0.00686952
53.34,18.94,7.83,3.6,9.76,3.2,0.48,0.82,0.00862344
53.96,18.84,7.94,4.94,8.76,3.28,0.52,0.82,0.00716184
51.61,17.46,8.58,7.55,10.01,2.73,0.47,0.87,0.02967048
50.63,17.25,8.51,7.28,9.5,2.58,0.5,0.83,0.02967048
50.38,17.18,8.51,7.12,9.55,2.55,0.5,0.83,0.02937816
53.57,18.42,7.94,4.59,10.59,3.06,0.5,0.95,0.00935424
53.18,18.77,7.9,4.57,10.6,3.01,0.48,0.96,0.00833112
52.18,18.11,8.13,5.84,10.4,2.84,0.41,0.87,0.01827
52.74,18.68,8.04,5.48,10.27,2.96,0.44,0.94,0.0168084
55.85,19.09,7.37,3.05,8.64,3.54,0.84,0.94,0.00160776
53.6,18.36,8.66,4.97,9.44,3.04,0.5,0.94,0.0058464
52.56,18.49,8.02,4.94,10.72,2.89,0.64,0.9,0.00686952
52.52,18.52,7.88,4.81,10.79,2.82,0.68,0.89,0.00599256
55.52,18.95,7.53,2.65,8.86,3.69,0.72,1.03,0.001213128
54.93,18.83,7.42,2.64,8.96,3.67,0.65,1.04,0.001125432
53.22,18.53,7.79,5.07,10.51,2.87,0.6,0.86,0.00760032
53.76,18.94,7.64,2.72,8.98,3.65,0.48,1.06,0.000760032
49.19,18.16,8.69,6.14,11.01,2.37,0.4,0.94,0.01563912
49.18,18.49,8.84,6.38,10.94,2.46,0.45,0.96,0.01636992
56.27,18.41,7,4.02,7.5,3.85,0.71,0.82,0.00935424
56.35,18.45,6.89,4.09,7.48,3.84,0.7,0.82,0.00920808
53.84,18.1,7.95,3.95,8.77,3.37,0.77,1.09,0.0080388
52.5,18.54,8.74,4.07,10.15,2.89,0.6,0.91,0.01081584
53,18.61,7.95,4.75,8.86,3.29,0.52,0.85,0.0065772
51.43,19.36,8.37,5.07,9.97,3.03,0.44,0.96,0.00979272
64.46,15.09,5.62,1.3,3.99,4.36,2.23,1,0.0007308
